id,date,link,title,reviews,rating,label,helpful,not_helpful
B00ZV9RDKK,"on July 7, 2018",amzn1.account.AHTUEKHONRGYY3G7XBT4I3DXGLKA,Convenience,Having 2 remotes is very inconvenient,1,negative,0,0
B00ZV9RDKK,"on March 9, 2018",amzn1.account.AGPTTEWORMKE4FR75CFQHIOTF6TQ,One Star,It keeps freezing up so it’s not working for me.,1,negative,0,0
B00ZV9RDKK,"on July 3, 2018",amzn1.account.AENJRWBGO5JQXUROPBDTVIPLBM7A,Excellent way to cut the cord from cable,We got this so we could cut the cord from Spectrum. Very happy that we gave it a try,5,positive,0,0
B00ZV9RDKK,"on March 10, 2018",amzn1.account.AHP3G44SQVTEQCM75WDPAM3NHHWA,am not pleased with this,"The fire stick keeps over heating so it looses WiFi connection.  I have tried all of the fixes posted on the internet and it still looses the WiFi signal I,am not pleased with this product",1,negative,0,0
B00ZV9RDKK,"on July 6, 2018",amzn1.account.AF2VFF2FFGFYQLSTLXPTHGAVF3RQ,"set up is very easy.  Works on hotel TV,  just don't forget it when you leave","Excellent product.  Makes a dumb TV into a Smart TV,  and you can talk to it to request it to do thing, and it responds quickly.",5,positive,0,0
B00ZV9RDKK,"on March 22, 2018",amzn1.account.AGTVPSQBA7N2FPQG6DVBCNIPKM6A,I was very very disappointed! It crashed Itvcraahed all by itself after three ...,I was very very disappointed! It crashed Itvcraahed all by itself after three weeks! For some reason they did an  automatic up date and that’s how it crashed!,1,negative,0,0
B00ZV9RDKK,"on March 14, 2018",amzn1.account.AGDY3FH6444VMPVYWPOKROKOLGVA,Terrible with Streaming,"I don’t care for my fire stick.  It’s TERRIBLE with streaming.  It doesn’t stay connected and continues to freeze.  I thought it might be our internet connection, but my roku tv DOESN’T HAVE THIS PROBLEM AT ALL.  We just bought a movie and can’t stream it on our large tv. I might not mind watching it in bed, but friends might get the wrong impression if I tell everyone to crawl into bed to watch the movie.",1,negative,0,0
B00ZV9RDKK,"on March 23, 2018",amzn1.account.AHYVMXNCABFK5MJ7I2I3YKV424GQ,If you don’t have 4K TV doesn’t work well,Doesn’t work well unless you have  4K HD TV or 4K Tv box,3,negative,0,0
B00ZV9RDKK,"on March 19, 2018",amzn1.account.AHP7EEAT3YDLR2OPHL5EVWTTFVQQ,One Star,Didn’t arrive,1,negative,0,0
B00ZV9RDKK,"on July 14, 2018",amzn1.account.AGBLJABO5EW7NNQZOK5FTHRBIWQA,Great deal!,I had one before. My remote got thrown in the washer with my sheets. Cheaper just to buy whole system.,5,positive,0,0
B00ZV9RDKK,"on July 6, 2018",amzn1.account.AEC65XQMZCNWEBQVB47L4CZEIZWQ,All in All - Like it.,Pleasantly surprised it worked well with our wi-fi and relatively slow internet.  Not impressed AT ALL with information on how to use it.  Took 3 of us to figure out how to use it for NetFlex because it kept defaulting to other providers for our favorite shows that are on multiple channels/providers.,4,positive,0,0
B00ZV9RDKK,"on June 26, 2018",amzn1.account.AEAVXEO7JAHS33MJ2EN5TFHZGBDQ,Three Stars,It’s ok get tired of having to put the same info into it all the time,3,negative,0,0
B00ZV9RDKK,"on August 2, 2018",amzn1.account.AGOI5Z7QNKSBVFDIUSNOUV26GENA,Doesn't work,Couldn't get it to load anything on it,1,negative,0,0
B00ZV9RDKK,"on July 13, 2018",amzn1.account.AFHBGKG7J2U4NH7ZXBONCETXNTXA,Lots of functions but plaqued by WiFi problems,This little stick turns my regular TV into a smart TV. Everything is great except the WiFi connection issues. The connection problems started after about 9 months. It won’t connect to WiFi after I turn on the TV and switch input to HDMI. I had to unplug it to restart it to have it connect to WiFi. After a few months of doing that it stopped working completely. So I bought another one and it’s been 2 months and it’s working great. Hopefully this one lasts.,4,positive,0,0
B00ZV9RDKK,"on July 3, 2018",amzn1.account.AGEVQVJTBSSWPPFLKKVODAJSY22Q,Just follow the instructions,Yes but was pretty easy to install. Hardest part was opening the remote to put in the batteries,5,positive,0,0
B00ZV9RDKK,"on March 9, 2018",amzn1.account.AHLLZQTD7D2FV3M7KNO67BMVC62A,"One of my fire sticks isn't working, I purchased ...","One of my fire sticks isn't working , I purchased 2 and have 1 to my sister. I got her fire stick working yesterday and mine stopped.",3,negative,0,0
B00ZV9RDKK,"on July 7, 2018",amzn1.account.AGUKDTPXG4JF3E6CNH7I6JBIH3EQ,Awesome,Love the firestick easy to install and use,5,positive,0,0
B00ZV9RDKK,"on March 19, 2018",amzn1.account.AERDJ52TQ5SVWW2HBB3Q7HN3SYSA,"When resuming a series, it did not take me ...","When resuming a series, it did not take me back to the correct episode.  Had to go back and reselect the correct episode.<br />I supposedly have a high level of streaming from Comcast but last night my watching of Hulu Go thru my Firestick kept slowing down and returning to normal on its own.<br />So far I have only tried to Firestick for Hulu Go.",3,negative,0,0
B00ZV9RDKK,"on July 9, 2018",amzn1.account.AGM7G7NSUZTIWPZNUV4FWN6ZOW4A,Five Stars,Easy to navigate through menu. Glad I made this purchase,5,positive,0,0
B00ZV9RDKK,"on July 7, 2018",amzn1.account.AFGRLHYSGS6TQ6ENS4WK6IJ6HFWQ,Three Stars,my smart tv is smarter than the firestick,3,negative,0,0
B00ZV9RDKK,"on August 5, 2018",amzn1.account.AEBEILWZS4FIINJBNXV37FSJ3EJA,Fire TV stick with Prime,Good stuff. And alexa actually understands my southern accent,4,positive,0,0
B00ZV9RDKK,"on July 15, 2018",amzn1.account.AHKDAJSLZLLJHBPCSFDPGNGRNYGQ,Five Stars,Good deal,5,positive,0,0
B00ZV9RDKK,"on March 18, 2018",amzn1.account.AGANTJLQYPV7I3LPABSGH3PQMF3Q,"Works well, but wasn't aware would play ads promoting ...","Works well, but wasn't aware would play ads promoting prime originals prior to playing the videos I want to watch.  Even the  Amazon app on competitor's streaming sticks don't do that.",3,negative,0,0
B00ZV9RDKK,"on July 4, 2018",amzn1.account.AGPEHELZBMHNKO2CC6ZX53KMSNMQ,Perfect item,I love this and had to buy a new one for our patio tv.,5,positive,0,0
B00ZV9RDKK,"on March 11, 2018",amzn1.account.AFAV6XQ4Z3SY6Q6UBOJR7K7RHORA,Too old and stupid I quess,Our daughter bought it for us. Too hard for us to use. Too old and stupid I quess,1,negative,0,0
B00ZV9RDKK,"on July 18, 2018",amzn1.account.AGTJLJDSA5PHYMVE24LTPNNPCKOA,Five Stars,Awesome and muck faster than old one,5,positive,0,0
B00ZV9RDKK,"on July 3, 2018",amzn1.account.AHITQZSSNTU6CHE4KASPZXP5HFDQ,voice function is great.,"I love the voice function. I bought an echo dot, which wouldn't work with my Roku tv, so I ended up buying this for much less, and it does exactly what I want for the tv. However, I can't find an on/off switch on the remote, so I have to use another remote to turn my tv on and off, which is a pain. Maybe I just haven't found it yet.",4,positive,0,0
B00ZV9RDKK,"on July 19, 2018",amzn1.account.AFD7KKEX5DECMCN2LXORLIDW2DPQ,Best purchase ever,I brought 2 on prime day because the deal was good and I’m in love with it. I am so close to cutting the cable because of this. There are plenty of options to stream movies and shows. It is unbelievable how many things it can do for such a good price.,5,positive,0,0
B00ZV9RDKK,"on July 5, 2018",amzn1.account.AHWY5P6YZ44ZLCP43PVMMGA3LGFA,Great addition to the viewing experience.,Liked everything about the Firestick but was unable to get Alexa working.  Still and all a great addition to the viewing experience at a reasonable price ($40).,4,positive,0,0
B00ZV9RDKK,"on July 15, 2018",amzn1.account.AEJ36ICJ4NMLCG6K4ZK5O7YJVQBA,Five Stars,enjoy it find lots of things to watch,5,positive,0,0
B00ZV9RDKK,"on July 18, 2018",amzn1.account.AHLKVTNLQB6DTX4BJ3POD5ZYOTLQ,Alexa starts Southpark in Spanish on Hulu,Works great but SouthPark plays in Spanish on hulu when Alexa starts it up,4,positive,0,0
B00ZV9RDKK,"on July 9, 2018",amzn1.account.AFDHTVC5W6BWBAZPZOD27KJYLESQ,Remote control is impossible to open!,"I had to replace my old fire stick.  My fault it broke.  Was looking forward to experiencing Alexa which is a new option.  Unfortunately no matter what I did, read all suggestions, I could not get the back off the remote to put batteries in.  Am tempted to send it back to Amazon asking them to open it!  Wonder if they can?  I was really lucky as my old remote works with the new stick, alas no Alexa with old remote but at least I can watch Amazon.  If remote was easy to open it would be a 5 star review.  They NEED to correct this!",1,negative,0,0
B00ZV9RDKK,"on March 18, 2018",amzn1.account.AF7VAOBZQFNNWHCCOXIEUK5CE35A,Nifty but Awkward,"It's quite a nifty device - up there with Apple TV, Google, etc. However, I am having some awkward problems trying to link it to my Alexa which is also an Amazon product.  You'd think it would be easy to do, but so far, I've encountered some problems which I hope to resolve with Amazon's help (which, btw, previously was below par - language problems, technical misunderstandings, etc.).  Oh well, give it some time, they say - patience is a virtue!",3,negative,0,0
B00ZV9RDKK,"on July 9, 2018",amzn1.account.AE4K3IMNFXBMO57CFYC6J6EHY53Q,Make the switch now!!!,I can't believe that I've been wasting my money on those cable TV providers!  You name it and fire-stick will get it for you.,5,positive,0,0
B00ZV9RDKK,"on August 3, 2018",amzn1.account.AFGVIPGQFNVNCIUF3F7PQKWBROFA,BAD!,"Never Worked, Nothing but problems, 3 replacements, all bad",2,negative,0,0
B00ZV9RDKK,"on March 12, 2018",amzn1.account.AEQB2TCPF3FLRNINMQKN4NP2KFJA,"Glitch, and more glitches. Better just buy a roku","The new one that I just bought at Target keeps glitching. Everything else works fine except for the constant glitching. Right now my roku is working better. Amazon should send me a new, but they probably won't",1,negative,0,0
B00ZV9RDKK,"on August 4, 2018",amzn1.account.AFRQLTLE4PN2ITVXTCFP72NPUR3Q,Not sure,Can’t figure out the voice control & haven’t used the fire stick enough to know if like or not,3,negative,0,0
B00ZV9RDKK,"on August 3, 2018",amzn1.account.AFRBJTBU7MXSPK3DC6BVTAFZRWHA,It wouldn't hook up like i can't explain it,It wasn't working,1,negative,0,0
B00ZV9RDKK,"on July 18, 2018",amzn1.account.AG3SJT35OOWAP5SJPG3MMC7PDYOA,"Great product, delivery needs work","I love the remote...this is our second one...the first is going strong! Great purchase, great product, definitely recommend!!<br /><br />What was NOT COOL was that I had set my preferences for packages to NOT be delivered after hours just a week or two prior (it's to be delivered to our office in...not the best part of town, let's just say that). Guess where our package was left...right at the FRONT door, AFTER HOURS...on one of the busiest streets in town. Thankfully I got the notification and happened to be close enough to go back and get it. Amazon, there's so much we love about you, but I can't continue to risk so much if you're just going to let just anyone deliver and dump our purchases anywhere for the sake of not having to try again. I don't want to make it difficult on people, but living in AZ, I can't have stuff delivered to my house sitting out in 110° heat all day and sometimes into the evening if I get stuck working. I have it delivered to the office specifically because there's a better chance someone will BE THERE, and it won't get stolen or damaged.<br /><br />Please help me find a solution and quick, because I love Amazon but not this new delivering any time of the day or night situation.",3,negative,0,0
B00ZV9RDKK,"on July 19, 2018",amzn1.account.AEPCOMCUVBDYDYQ4QGEWHLMRSGJQ,Fire Sick Turns My Projection TV System Into An Instant Entertainment Island,"I ordered this item on Prime Day, with a thought of getting it to work with my projection TV system.  It arrived today, and I was very eager to test it.  Well, within FIVE MINUTES, I had this displaying through my projection system.  The longest part of the set-up was typing in my password, for my network.  This thing is OUTSTANDING!!  I now have unencumbered my protection system from having to be dependent upon another device, to access viewing items that I want to see.  The picture & sound are excellent.  I am very highly pleased.",5,positive,0,0
B00ZV9RDKK,"on July 10, 2018",amzn1.account.AEWZLPHG4PZ2W55FNTPR7JCAJGOA,very disappointed was looking forward to enjoying,"cant give a review yet,can't get the fire stick to work,remote will not work,very disappointed  was looking forward to enjoying it",1,negative,0,0
B00ZV9RDKK,"on July 15, 2018",amzn1.account.AEREEHHROAREBGF4IEI2XCAULCSA,Pretty easy to use,Good value. Easy to set up and use.,4,positive,0,0
B00ZV9RDKK,"on July 6, 2018",amzn1.account.AHMT5GVSKJ7ESJOGSNGWJKPCUAOA,Soooo nice you wont be dossapointed,That i can subscribe through prime and watch all my gav shows like power soooo excited sooo much to see just in this 1 app omg imnstuck in my room i was sad about my bedroom tv breaking so my new 55 inch wasent a smart tv hell the fire stick offers way more than average tv its over the top so glad i invested cant wait to use Alexa,5,positive,0,0
B00ZV9RDKK,"on July 5, 2018",amzn1.account.AHWIJ2TGRBUEFOENLXWUBMWNQTQA,Five Stars,Perfect.....,5,positive,0,0
B00ZV9RDKK,"on August 1, 2018",amzn1.account.AE2WYBVXISX22QO2353OL5CX2S6Q,Waste of Money,"Worked fine for about 4 months and now I can barely get anything to work. I’ve done everything-unplugging, closing out apps, factory resets, nothing will solve the problems. I’ve made sure it wasn’t my wifi, and it wasn’t. I only use it for a few apps (Hulu, Directv, A&E) and they take at least 5 minutes to load before crashing. Hulu absolutely refuses to play anything anymore. Will be switching back to AppleTv.",1,negative,0,0
B00ZV9RDKK,"on July 4, 2018",amzn1.account.AFA6NFYFL5K6RGIUNVWRY6X7IDYA,Great item,"On time delivery, and very easy install, kids love to have access to shows since we cut cable",5,positive,0,0
B00ZV9RDKK,"on July 20, 2018",amzn1.account.AEVTDOCUT5H3DXYHN4VRQYSLI2YQ,ridiculous,I’m sure it’s a fine product but you can’t get the remote open to put batteries in it absolutely ridiculous,1,negative,0,0
B00ZV9RDKK,"on July 16, 2018",amzn1.account.AF4AE2Y6SS64MHC6BNEX4WBJEYVQ,One Star,this thing died a week after the warranty ended...junk,1,negative,0,0
B00ZV9RDKK,"on March 16, 2018",amzn1.account.AGUPPZ2QOD2HPAXVTOK6FECXIHIA,One Star,Doesnt work for crap. Go with a box,1,negative,0,0
B00ZV9RDKK,"on March 23, 2018",amzn1.account.AGW44WJU6POL4KIBVD65RJXOIS2Q,"It works ok at times, others it doesnt at ...","It works ok at times, others it doesnt at all or takes a while to work, are there different generations of firesticks? Or a specific one for what i have as far as net flix and hulu?",3,negative,0,0
B00ZV9RDKK,"on July 6, 2018",amzn1.account.AFX7C6IKZLZCWOBNXJQPWLAND7DQ,Awesome for older TV's!,This has been a lifesaver. I do not have a smart tv or anything like that. This has made me use my TV again! Very easy setup and interface.,5,positive,0,0
B00ZV9RDKK,"on July 3, 2018",amzn1.account.AHMOVUYXUGKBORDEN2N4BQM7Z47Q,Doesn't work as it should,"Not an option for zero stars. I have a chrome cast and a roku and a roku tv. The fire stick is by far the worst. Constant problems. Don't buy. Webcam if your want to jailbreak it, which I haven't, don't buy. They need to fix the problems worth this thing. Just Google it.",1,negative,0,0
B00ZV9RDKK,"on March 14, 2018",amzn1.account.AEWXGTCGLLYYE4EFFARBQZQPKZIA,One Star,dosent work at all,1,negative,0,0
B00ZV9RDKK,"on June 28, 2018",amzn1.account.AG7RFTYZVHQKVI6KMK73DR5UFKWQ,One Star,"I purchased 3, they all stopped working after 3 months.",1,negative,0,0
B00ZV9RDKK,"on July 9, 2018",amzn1.account.AF2KZ76UKFOTSOV5VNMR6X3GJOXQ,very easy to set up,"Received fire stick as a gift , very easy to set up",5,positive,0,0
B00ZV9RDKK,"on August 1, 2018",amzn1.account.AHDDHTD7Q52UJWPA762GHXWACBTQ,"when I use it, it wakes up my wife ...","when I use it, it wakes up my wife at night, I wish it had a silent controller, not voice activated",3,negative,0,0
B00ZV9RDKK,"on July 8, 2018",amzn1.account.AGNM4MXSQW42NYKSDCBVK7ZFWJ3Q,It's great,Love it. Want more,5,positive,0,0
B00ZV9RDKK,"on July 9, 2018",amzn1.account.AFIV4SFULSVCFCVDV5B4W4HZBLBA,So much to watch.,I finally got one. I'm late to the game but I'm glad I finally have one. The app selection is great. But its nice to use it for Amazon Prime Video. So many shows. Easy set up and the remote feels nice in hand.,5,positive,0,0
B00ZV9RDKK,"on July 31, 2018",amzn1.account.AFOFGARSAJ2IAXM4H6ID7TJ3Q6LQ,Fire TV Stick with Alexa leaves much to be desired!,"My Roku device was getting extremely hot on the living room TV and the sound was terrible, so I moved it to the bedroom (where it is no longer hot and the sound is fabulous - so it must be the TV). However, in moving it, I now wanted a device on the living room TV, and since this was a Prime Day special, I purchased the Amazon Fire stick with Alexa. I had read the reviews and talked with a few people, and thought I was making a great choice. Personally, I will stick to the ROKU - far and away a better device!  And Alexa is an idiot.  I'll keep this because I want a device on the TV in that room and the price was excellent, and it is OK.  I've watched the ""how to"" a few times to see if I can get rid of any of my cons. Nope. Still was not helpful.<br /><br />PROS - if you are a fan of FIRE and Alexa, you will like this. It came in a fancy-schmancy box with an extender, etc. (BTW _ the extender thing is FABULOUS!), It is easy to stick in. It plays a ""how to"" thing (that I found to be lacking, but ok). It looks nice. The back and the batteries are not going to be easily lost or loosed.<br /><br />CONS -  it took me 15 minutes (literally) to prize the back open using a knifeblade to put the batteries in!  I have since tried it three other times, hoping to ""loosen"" the back or figure out how to open it easily, and it still takes 15 minutes!  You get to enjoy (sic) commercials that will NOT go away! The Home is awful - you can't find anything. You have no idea you are going to pay for something until you hit play and then surprise! The menu is worse than awful. The options are not options; they are settings and the settings are very limited. Alexa will not go to the show that I previously watched nor can she find the free version in Prime Video of anything that I want to watch, only the pay for it one; the menu doesn't allow you to search and type in a name, or go back to the show you were watching, either! In fact, I have yet to find a spot that allows you to type in something and actually search. Holding the microphone button while you speak (and hope Alexa will get it), takes as much or more time than typing in the show or picking the show on the ROKU device. My fumble fingers consistently hit the home button (which is NOT in a good location on the stick) instead of the pause or back or forward button when trying to control what I'm watching which sends it back to ""home"" where you can't find anything and Alexa does not understand ""go back to the show I was watching!""  I will stick with ROKU. Much better layout, a far and away better HOME and menu - more ""intuitive"". Unless you are an expert with Alexa, I wouldn't use this stick.  It does what it was made to do; however, it is not something I would recommend and is not as easy to use as the Roku.",2,negative,0,0
B00ZV9RDKK,"on August 5, 2018",amzn1.account.AFTYHYAZDFGOD25WXUIUREBOAFWQ,AWESOME,AWESOME,5,positive,0,0
B00ZV9RDKK,"on July 6, 2018",amzn1.account.AF5NOAEFRCBBDKTXGQKPVTAD2FTQ,Hulu working is 50/50,Bought 2 fire sticks.  First one function with no issues the 2nd hulu maybe works 15 minutes .... what research ive done Amazon does give any bit of concern hulu working to resolve this issue.... amazon is just doing nothing<br />So if you dont have hulu it works just find. if you have hulu it at your own risk .... but hulu will work to resolve issues,2,negative,0,0
B00ZV9RDKK,"on August 1, 2018",amzn1.account.AHEFZGKWP2TZSAIMSTAQS5FGC64A,It don't work!,The device only worked for a week. Now it want load. The 3 for comes up like it trying to load home page that's it,2,negative,0,0
B00ZV9RDKK,"on March 6, 2018",amzn1.account.AEMUP7Y7WYNRJX2KCKI2NSM7SONQ,One Star,Cannot get it to work!,1,negative,0,0
B00ZV9RDKK,"on March 9, 2018",amzn1.account.AHSVKBPJTZXZMZYKYZULID2IRHOA,Three Stars,Flickering when waking up from sleep.,3,negative,0,0
B00ZV9RDKK,"on June 29, 2018",amzn1.account.AHLFRV57TL7X7KYGFWEFZQIDXZHA,It works I guess. Worst interface ever,"It functions like I would expect. It plays netflix and hulu.<br /><br />The issue is that it has the worst and most unpleasant interface out of every streaming device I've used (Roku, chromecast, firestick). I have two of these and I'm just sick of using them. My family hates them and I'm about to buy another device and it wont be this one.",1,negative,0,0
B00ZV9RDKK,"on July 31, 2018",amzn1.account.AGKYBIUIJQ7TVOZUEOHL7IVL7QWQ,The remote only worked for 2 weeks. I had ...,"The remote only worked for 2 weeks. I had to buy a second stick, because the first control went crazy, if I press the select(middle button) it will go up, down, left or right. You guys didn't have a replacement remote, I had to get a second one. Hopefully this one last longer than the first one.",1,negative,0,0
B00ZV9RDKK,"on March 8, 2018",amzn1.account.AHZ7XFRWAP2P5TDWUVIKD3C2JELQ,Three Stars,It was a little tricky to install.  Once done it works very well.,3,negative,0,0
B00ZV9RDKK,"on July 1, 2018",amzn1.account.AHFTCUDOX3JEFYZ25ZGMCLWDHZAQ,Simple to install and setup,"Love it. Turned my simple tv into a smart TV so I can enjoy shows on Amazon, Netflix and more.",5,positive,0,0
B00ZV9RDKK,"on August 1, 2018",amzn1.account.AHOLBEZFE4HFKUHMYJHGL4TQZZFA,Waste of money!!!,Never worked as advertised!!! I have five of the regular ''Fire Sticks'' and they all work better than the new voice activated Fire Stick!!!,1,negative,0,0
B00ZV9RDKK,"on July 7, 2018",amzn1.account.AGNOKBO7NFGVVJXMORUSYTOELVBA,"Easy to use, but difficulty connecting","The device itself is very easy to use and set up. Alexa is fast and responsive. However, it looses connection to the internet multiple times a day. Our other devices do not, which makes it obvious it is not our internet that’s the issue. Very frustrating.",2,negative,0,0
B00ZV9RDKK,"on July 8, 2018",amzn1.account.AHPW6WSEYLSKDDVAIS6D4AHUETAA,Watch movies and shows from past and present,Love it,5,positive,0,0
B00ZV9RDKK,"on March 13, 2018",amzn1.account.AGN6OB24ZZHIO2QNHCV4OGNSBFGA,Three Stars,When asking for a movie it plays me a song,3,negative,0,0
B00ZV9RDKK,"on August 8, 2018",amzn1.account.AEZAUWZB4GOKNYOXZBVVPHENQWOA,I don't know,ok but I don't like to use it,3,negative,0,0
B00ZV9RDKK,"on July 2, 2018",amzn1.account.AEA53P5XYLBDBZFEDP67RCSBMT4A,One Star,They don't work. Slow. Always buffering. Switched to Roku. No problems.,1,negative,0,0
B00ZV9RDKK,"on July 3, 2018",amzn1.account.AHHR7CI3KYPZFVFC6HO3E46CTF7A,Easy to use basic apps.,"I’m still trying to figure out down loads & add-ones.  Once I figure it out, I think I’ll like it.",4,positive,0,0
B00ZV9RDKK,"on July 9, 2018",amzn1.account.AGS45OZA7LTKHPFEQKAOHSCSK65A,AMAZING,This product is AMAZING! Easy to set up & use & makes my life so much easier! Definitely recommend!,5,positive,0,0
B00ZV9RDKK,"on July 8, 2018",amzn1.account.AGILWLXN7ZHXSTY534E75LC2V7FA,IT TALK!!!,"SO FAR, SO GOOD, IT SEEM TO BE DOING IT'S JOB, I LIKE IT VERY MUCH!!!",4,positive,0,0
B00ZV9RDKK,"on July 1, 2018",amzn1.account.AHCLOZGYFJXTIQSGDS6R755BW2UA,Ease of use,It was a great Father’s Day present,5,positive,0,0
B00ZV9RDKK,"on June 27, 2018",amzn1.account.AHSZAVPB3Z7FVAAAF7MGCKQO5ZCA,Just ok,Still slow on buffering even with good internet connectio,3,negative,0,0
B00ZV9RDKK,"on March 21, 2018",amzn1.account.AGFOWBWPA434ROYJHRFWNARH2RQQ,Liked least was it did not work or load,"Liked least was it did not work or load.  Despite following every instruction to load in hdml 1, hdml 2 & hdml 3 it would not load.  I unplugged & replygged router, WiFi password is correct.<br /><br />The only thing I didn’t do was to purchase a special connection to the WiFi router which I am not going to spend more money on a unit that was reduced in price a month after I purchased it.<br /><br />The unit is worthless to me & I seriously doubt that Amazon will find “my least favorite comments” fall in line with their so called “POLICY” for giving feedback.",1,negative,0,0
B00ZV9RDKK,"on July 7, 2018",amzn1.account.AEYRB2XVTYLDGGI2253DIVOVLFBQ,Five Stars,"This is great, I love it and I am enjoying it every day.",5,positive,0,0
B00ZV9RDKK,"on March 7, 2018",amzn1.account.AEGOTL4DER3JBOZKH3GFT3W5QC6A,Two Stars,2 stars,2,negative,0,0
B00ZV9RDKK,"on March 21, 2018",amzn1.account.AH3CEFOVUUI5ZLOQQYRUOM65T33Q,so that we can find that sweet spot.,"ugh.........  Where to start...!  You have to be fairly sophisticated, knowledgeable to make this work technically and financially ..... So many people are doing so many things differently in my brief experience with us getting our needs met.  ........  The right shows news, movies...... w/o paying any where near what you have been paying........  So, I tried it ...... and I will try it again.......... so that we can find that sweet spot......  This is not about the FIRE TV STICK ..... this is about how challenging IT IS TOO GET WHAT YOU NEED.....  THEIR NEEDS TO BE SOMEONE WHO CAN  HELP CONSUMERS  NAVIGATE .....  There is just too much stuff to know ....",1,negative,0,0
B00ZV9RDKK,"on July 3, 2018",amzn1.account.AEM2R3MGCYLGXL2Q7SYLGYLX6D2A,Five Stars,"Love my firestick, its the best thing to have when you are on airwaves.",5,positive,0,0
B00ZV9RDKK,"on July 16, 2018",amzn1.account.AHKV6DQ3K7QH3HFMV2RESADGZOXA,Fine for a year but after that nothing really works.,It worked perfectly for almost a year. Now Hulu and Netflix are constantly crashing and I can't even open FXNow after downloading and re-downloading multiple times. I'm going to move onto Chromecast and maybe Apple TV. I have no way of getting it fixed or getting support now that it's out of warranty either so I guess I have 2 basically broken Fire Sticks.,2,negative,0,0
B00ZV9RDKK,"on July 13, 2018",amzn1.account.AGCWMUPXKM3ZHMJ3VVE4N5GKO5QQ,Four Stars,Fairly happy. Disappointed that the volume control is not on the remote.,4,positive,0,0
