id,date,link,title,review,rating,label,helpful,not_helpful
B00NQDGCW8,"on December 17, 2017",amzn1.account.AFO62NAFUPGQBHKOPZTYJPHRJS6Q,"Grey color is nice and soft, heavier than the beige color","I had purchased the gray color and they are fabulously soft and comfy, this beige set should have been the same but they are thin and not as soft. They are ok, but not as nice as the grey. Strange.",3,negative,0,0
B00NQDGCW8,"on December 17, 2017",amzn1.account.AHUZOZKCFKDS7BPV4MAIEE2RKTPQ,Arrived earluier than expected which was great! Hopefully the color matches the quilt I purchased,"Arrived earluier than expected which was great! Hopefully the color matches the quilt I purchased, these look a little more blueberry than Navy.",3,negative,0,0
B00NQDGCW8,"on December 17, 2017",amzn1.account.AGMNC6GYR3TMJSS4FUTS6VTOZ26Q,Thin sheets,"Transaction went smoothly. Item arrived quickly. The sheets are on the thin side and don't feel as 'luxurious' as implied, but they'll work.",3,negative,0,0
B00NQDGCW8,"on July 15, 2018",amzn1.account.AEMNIGDDXZLWJBUDPAHTVGFUMS4Q,The smell...,I like the color. They are deep pocket but they don’t stay down. They have a horrible smell upon opening the package. The smell wasn’t as bad after the first wash but still had a dull funk to them. Only had them on my bed for about a week so we shall see how they hold up.,3,negative,0,0
B00NQDGCW8,"on July 15, 2018",amzn1.account.AG2Y3ULAMYLFF4Y75DQJEVMWVHRQ,Three Stars,"Pretty color, but the material is very thin and the elastic is not great!",3,negative,0,0
B00NQDGCW8,"on July 15, 2018",amzn1.account.AGZDZD5CX5UWGKNVCDT3A35I72XA,Really thin but too hot,"Excellent price. Many reviews raved about how soft they are. To me, I think that it's more that they are incredibly thin rather than soft. But from here on out, I will avoid microfiber at all costs. These sheets may be thin, but a woke up a few times every night because I was so hot. They fit my large air mattress well because the pockets are somewhat deep. So, I won't be returning them, but I won't be buying another set either.",3,negative,0,0
B00NQDGCW8,"on December 16, 2017",amzn1.account.AFRVLJAXRUXDLBPIMBWPYY6MFP5Q,Three Stars,The sheets are softer than regular sheets. But bamboo sheets are much softer.,3,negative,0,0
B00NQDGCW8,"on December 16, 2017",amzn1.account.AEVVL2XB3VMY3S76WT6ZITQEHV7Q,"The Beige color is NOT as pictured.  More yellow than a ""stone"" colored beige.","The sheets are soft however the biggest disappointment was the color.  The beige is actually more yellowish.  It does not look like the picture at all.  Also, I washed them twice and I do think they may have a small tear in the corner of the fitted sheet already.  They are okay for the money but I would not order them again.",3,negative,0,0
B00NQDGCW8,"on December 16, 2017",amzn1.account.AFBDT5K65XSI5BFLLT5PSJV5CDFA,Three Stars,The sheets are amazingly soft and comfortable although the color that I ordered looks more “peach” than tan.,3,negative,0,0
B00NQDGCW8,"on December 15, 2017",amzn1.account.AF5ILOLUIYGWZ7BAOLS54QWYQQVQ,Very thin material,"Pros: comfortable to sleep on.  Can put on my mattress easily. Good price<br />Cons: The material is SO thin that I can see the designs of my mattress through it. I'm really worried it will tear when I wash it.  My pillow is made of a spongey material, so I can see those holes too. I have a king size bed, and the sheets and pillowcases are very baggy. While i said it's comfortable to sleep on, the fabric isn't particularly soft.  One reviewer raved about the softness of these sheets, and now I'm thinking he was sleeping on burlap bags before.  My other sheets are MUCH softer.<br />Overall, I'm glad I have them so I can change my sheets often... but I wouldn't necessary expect them to last long.",3,negative,0,0
B00NQDGCW8,"on December 15, 2017",amzn1.account.AGTPM7Z42UQNRZUMVCGT2MZCWZOA,Not the best quality.,"The ordering was easy and delivery was very quick.  The sheets are a cheaper quality than I had hoped, not sure they will last very long.",3,negative,0,0
B00NQDGCW8,"on December 15, 2017",amzn1.account.AEMBA2RA5R6SYWEEIZYYIIMQQQ5Q,it feels is more like it. Fitted sheet is deep and fit perfectly,"I have 400thread count sheets, 600 thread count sheets. This is not one of those. If you think this 250/300 thread count, it feels is more like it. Fitted sheet is deep and fit perfectly, does not wrinkle also.",3,negative,0,0
B00NQDGCW8,"on December 15, 2017",amzn1.account.AGPTC76US4JSFXP5YTOGAVMEXRQA,Three Stars,Not as soft as the sheets I have.,3,negative,0,0
B00NQDGCW8,"on July 15, 2018",amzn1.account.AHFMPBQQHS24IWR4I77GZ6J4QFHQ,Very soft but fitted sheet was torn at the tag ...,Very soft but fitted sheet was torn at the tag. I bought the sheet set in early April so my wife is going to repair.,3,negative,0,0
B00NQDGCW8,"on December 14, 2017",amzn1.account.AET2QNFWE75K36SJNPFWYR2ZJRTA,Cheap stitching.,"The fabric is good, the stitching is bad. It's not a tight stitch and probably won't last very long. Good for an inexpensive set of sheets.",3,negative,0,0
B00NQDGCW8,"on December 14, 2017",amzn1.account.AERHJ44D2OCN5CHGBR7PQ6OSEU6A,it is not bad.,"This had a lot of loose material come off of it after multiple times of use. But after that stops, it is not bad.",3,negative,0,0
B00NQDGCW8,"on December 14, 2017",amzn1.account.AGDTS766R7D353G7XBPI3HOGH7UQ,... they look in the picture but they came in like a pastel yellow,I ordered thinking they were mustard yellow as they look in the picture but they came in like a pastel yellow. Not what I was wanting at all.,3,negative,0,0
B00NQDGCW8,"on December 14, 2017",amzn1.account.AHGB6GNOM66ROYUL4K352CNWVUGA,Not as good as the hype,"Soft, but not very thick, and even see through.  The stitching is questionable.  Not worth the hype.",3,negative,0,0
B00NQDGCW8,"on December 14, 2017",amzn1.account.AHZPSYW53FY2UASOUS5E5LDPXSDA,Three Stars,Not the size I needed. sent back.,3,negative,0,0
B00NQDGCW8,"on December 13, 2017",amzn1.account.AF5SVPZCLFIF7GQ2K3KGA7CVTI6A,I love these sheets,"I love these sheets. They’re soft and they don’t lift at the sides of my bed. I’ve washed them several times already and it’s still in great condition. I read in another review so wash them in cold water, so that’s what I’ve been doing- maybe that does help improve its longevity? Either way, I’m happy, I’m comfortable and it looks good!<br /><br />Update: purchased this back in a September, it’s now end of December. Washed it today and had a hole in the corner.",3,negative,0,0
B00NQDGCW8,"on July 15, 2018",amzn1.account.AEPT3NIVOISGKCOU7LJVCM6JPBZA,Started pilling after 6 months,"Had these sheets for over a year and they are washed regularly. They are still super soft, have held their shape, no tears or rips even though they are thin. But the pilling is just too much on the fitted sheet. When making the bed at various times, I have turned it upside down and inside out and now it is pilled anywhere my body lies no matter how I put the sheet on the bed. The search for affordable, long lasting sheets continues. Used to get sheets that lasted for years and Linen and Things - tags are faded so I can't read the brand or what they were made of  - those sheets are perfect to this day but I redecorated and the colors clash. But the sheet are not pilled after almost 20 years...",3,negative,0,0
B00NQDGCW8,"on July 14, 2018",amzn1.account.AHDK6XA3PRFLA6XGCHZXOVLZKDZA,May have issues with heavy use,Great but thin,3,negative,0,0
B00NQDGCW8,"on December 12, 2017",amzn1.account.AGHFNTOIPZ7ITBEQEWZCRCL7DH3Q,These sheets are the most comfortable sheets I’ve ever slept on,"These sheets are the most comfortable sheets I’ve ever slept on, but in only three months, they have ripped in several places. I am very careful how I wash and dry them, but it didn’t prevent this from happening. For the price, they feel amazing though! I’ve still enjoyed them!",3,negative,0,0
B00NQDGCW8,"on December 12, 2017",amzn1.account.AESJAWUZMDWNJIPUSA6VFZL5VGNQ,but quality is good.,Color darker than the picture..was expecting more of a silver sheen.  Is dark gray..but quality is good.,3,negative,0,0
B00NQDGCW8,"on December 11, 2017",amzn1.account.AESGERYCTN76X4CWO4ZF4GPSH2KA,Ist thoughts....,"1st initial reaction is that its realllly soft and a very nice gray (color in comparison to a Kohls plastic bag??) ... Package is cute with a little zipper tassel.... Will update when I wash, put on my bed and sleep on them",3,negative,0,0
B00NQDGCW8,"on December 11, 2017",amzn1.account.AF4EY3Q7DECOXQLYLNCYYPUIY4OA,not really happy with them,They still pop off the bed when you raise and lower the bed .. not really happy with them,3,negative,0,0
B00NQDGCW8,"on December 11, 2017",amzn1.account.AENJWAF6437PHBEMOX7D6E72FHOA,Three Stars,Starting to shed after a few washes.,3,negative,0,0
B00NQDGCW8,"on December 11, 2017",amzn1.account.AFS45NMKIN7XUF3EXX53UVQWUUFQ,You get what you pay for.,"You get what you pay for.  These sheets were very inexpensive, had great reviews, and came nicely packaged.  Pillow cases are puckering on the seams after first wash and inside folds are not sewn in place.  Package arrived a day later than promised and had been tracked as delivered when it was not.  These are for an extra bed so haven't slept on them yet.  For now, I'm ok with what I got for what I paid... but would not likely purchase these again, even at such a bargain price.",3,negative,0,0
B00NQDGCW8,"on December 10, 2017",amzn1.account.AFBW3HLJWREGXHX5TGCKE4KX6DYA,Worth what they cost,"These are soft and the color matched the picture (I ordered the dark grey.) However, they are quite thin and cheaply made. They skimped on the pillowcase stitching, for one thing.  I do not expect them to last long. For the price, I figured I'd give them a try, but I prefer the slickness of cotton sheets to this material.",3,negative,0,0
B00NQDGCW8,"on December 10, 2017",amzn1.account.AFCL77XHO3A26D4HQHY73COXXEGA,Three Stars,Odering and deliver of the product were great. Can't review the sheet set because it is a Christmas present.,3,negative,0,0
B00NQDGCW8,"on July 13, 2018",amzn1.account.AEOEG7EVNAYQQRS3RTANMJPUXZZQ,Comfortable not durable,"I’ve had these sheets for three years now and just got around to writing a review. First of all, they are very comfortable, they feel soft but the fabric doesn’t feel slick like some microfiber sheets. I also sleep with a dog and they don’t hold in the smell at all. However there is a noticeable lack of attention to details. After two years of use (not exclusively, other sets of sheets were used in the mix) the elastic on the fitted sheet gave out. There are other little details that miss the mark of quality that other sheets would have. These sheets have loose single stitches that don’t look or feel durable. I was skeptical when I bout them and the name on the amazon ad sounded like a mouthful of cheap infomercial, but the price was right. Bottom line is you get what you pay for and if wuality isn’t a big deal or you’re okay to buy new sheets every few years then these would be great but I’d rather invest in more durable sheets. The other bamboo sheets I’ve had for more than three times as long is still working well.",3,negative,0,0
B00NQDGCW8,"on December 9, 2017",amzn1.account.AE5ULYGNLIXBIVBPMD5ZKNHIMMXA,It just ok Pillowcases quite small for pillows. Material ...,"It just ok Pillowcases quite small for pillows.  Material soft but thin.  I guess you get what you pay for, Would not suggest this to friends.",3,negative,0,0
B00NQDGCW8,"on December 8, 2017",amzn1.account.AE2OLTLQJ5AM2VQJSBOUZJQKVKPA,not bad,"These are ridiculously soft.  They pilled for about 2 months and have finally settled down.  Fitted sheet doesn't fit great on a 15"" King mattress.  It stays on, but doesn't cover the sides of the mattress no matter how hard I try. But... Great sheets for the price.",3,negative,0,0
B00NQDGCW8,"on December 8, 2017",amzn1.account.AFXNQNNTDTMHAD5U65F43JLYHRMQ,Good for the price,The sheets are super soft but the elastic is not very strong so they slide up!,3,negative,0,0
B00NQDGCW8,"on December 7, 2017",amzn1.account.AE47XED5GD6ZUWR3MPMCLE47F3JQ,"feel AMAZING, just wish they would've held up longer than ...","I've had these for two months and the elastic on the fitted sheet snapped today. The sheets themselves, feel AMAZING, just wish they would've held up longer than 2 months...",3,negative,0,0
B00NQDGCW8,"on December 7, 2017",amzn1.account.AFSOCWF4V4CC2D3OLBPGVFC37SPQ,Three Stars,Color and pattern are nice but sheets are a bit stiff.,3,negative,0,0
B00NQDGCW8,"on December 7, 2017",amzn1.account.AFGS23BIX737GGQRX4WUHCNHNMRA,Thin Sheets!,"These sheets feel soft, but they are also very thin. I don't have high hopes for them lasting long. Time will tell.",3,negative,0,0
B00NQDGCW8,"on July 13, 2018",amzn1.account.AHS42YWQILTTFGAMRJLY3ZK2QNTA,Size doesn't fit as advertised.,"I like the feel and color, but there is no way it fits up to 16 inch mattress.  It will not stretch over the corners or cover the sides of the mattress.  I'm disappointed as I now need to buy a different brand to get one that fits.  I guess the ones I have will be donated as I don't know if they are returnable.",3,negative,0,0
B00NQDGCW8,"on July 13, 2018",amzn1.account.AGIMX4DZY77CHHFP6B7CP6KPVCIA,Okay as a backup,"Okay as a backup for the cost, but I have a Sleep Number bed and the sets made by Sleep Number are far more superior. These sheets are very thin, make sure you wash them on a gentle cycle.",3,negative,0,0
B00NQDGCW8,"on December 5, 2017",amzn1.account.AGSR45M3SARVQKBTISBD6BAGD5TA,So comfy,Sheets are extremely comfy. Don't use my old sheets anymore. The reason for the 3 stars is that it only came with 1 pillowcase not the 2 that were advertised.,3,negative,0,0
B00NQDGCW8,"on December 5, 2017",amzn1.account.AGQQWG4ESMDR4YSARUVHRX2MWQWQ,...and then I slept in them...,"These sheets feel awesome! And then I slept in them. They sleep HOT. When I turn over, my pj’s stay put. The fabric grips my pj’s and I am fighting the sheets all night long. I think we will toss these.",3,negative,0,0
B00NQDGCW8,"on July 13, 2018",amzn1.account.AHIDAKW2LHHVMUCYVCACDGAOA3ZA,So-so,I used it once and there was a small tear when I took it off to wash it. The material seems thin.,3,negative,0,0
B00NQDGCW8,"on July 13, 2018",amzn1.account.AG6DOF4IXIJW4FNKXHGY3K2V5OGA,Very soft and comfortable to sleep on,Very soft and comfortable to sleep on. Corners do not stay on pillow top mattresses. Do not notice a difference in cooler at night.,3,negative,0,0
B00NQDGCW8,"on December 5, 2017",amzn1.account.AHQHVE6AOSLZWGBBHZYJSKIZ7Y5Q,"The sheets are soft, and wash well. Decent ...","The sheets are soft, and wash well. Decent quality. I gave 3 stars because the threading starting to unravel on the pillow cases and fitted sheet.",3,negative,0,0
B00NQDGCW8,"on December 5, 2017",amzn1.account.AEMVQWCBDAC2QZ232ODDV2EYHTGA,Very soft and comfortable!,"Very soft and comfortable sheets, very happy with purchase. Only have this a 3-star rating because the sheets are thin and I'm sure they are going to wear quickly since I wash mine weekly.  Also, the pillow case flap doesn't fit our pillows as intended, and I think others will find that to be true also.  I suggest going back to regular straight pillow cases.",3,negative,0,0
